IncomeType,Date,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
High income,2021-06-30,2.03838838681355,6.32818441304084,48.176498139246
High income,2021-07-01,2.03772694104442,6.33334660786847,48.4444391133058
High income,2021-07-02,2.03693149929042,6.33824994926089,48.8110497870237
High income,2021-07-03,2.03617849267188,6.34380646175582,49.0377798867762
High income,2021-07-04,2.0327539290297,6.35892735678576,49.2884698827187
High income,2021-07-05,2.0319660826679,6.36335273494608,49.7371857953518
High income,2021-07-06,2.03126749315846,6.36772613450495,49.9958593846085
High income,2021-07-07,2.03012262982972,6.37288880913505,50.2817455309998
High income,2021-07-08,2.02894106867729,6.37908705744019,50.55417457741
High income,2021-07-09,2.02766863075991,6.38583899780139,50.9303917763135
High income,2021-07-10,2.02235765455473,6.40507643813195,51.1050686653319
High income,2021-07-11,2.01544679363699,6.43157816789984,51.3313052882389
High income,2021-07-12,2.01429442120882,6.43702032747159,51.5725845983725
High income,2021-07-13,2.01306275858411,6.44250398995741,51.8338790286815
High income,2021-07-14,2.01135446254499,6.45019426402539,52.0995325444421
High income,2021-07-15,2.00941591918116,6.45877289237567,52.3764644571123
High income,2021-07-16,2.00727751123966,6.46840644643413,52.6808890515952
High income,2021-07-17,2.0048781848541,6.47876002407329,52.8397524507111
High income,2021-07-18,1.99473530745785,6.51649001139211,53.0383071896961
High income,2021-07-19,1.9930310776888,6.52393598603327,53.2421440741276
High income,2021-07-20,1.99136060678394,6.53101091342716,53.4853989709516
High income,2021-07-21,1.98906799897418,6.54070956068806,53.7302722415236
High income,2021-07-22,1.98682727717643,6.55037222276333,53.9443843358566
High income,2021-07-23,1.98471242469529,6.56047470377395,54.2004921014117
High income,2021-07-24,1.98231699878781,6.57105674735825,54.3286550193016
High income,2021-07-25,1.97140044848598,6.61320779461511,54.5228361987937
High income,2021-07-26,1.96952235689857,6.62152381107746,54.7831495929756
High income,2021-07-27,1.96791431052033,6.6292019301494,55.0494238132046
High income,2021-07-28,1.96547954601748,6.6400666573585,55.3299365717122
High income,2021-07-29,1.96273500594524,6.65239510198442,55.6042553201698
High income,2021-07-30,1.95999824063037,6.6650988321128,55.9120294956972
High income,2021-07-31,1.9569499414287,6.67861102941141,56.0894336619501
High income,2021-08-01,1.9465016138519,6.72238492857261,56.2869179616136
High income,2021-08-02,1.94424068876739,6.73307316843802,56.5397580324132
High income,2021-08-03,1.94232521683996,6.74266921793636,56.7930855825274
High income,2021-08-04,1.93941564488781,6.75657405359362,57.0327831438353
High income,2021-08-05,1.93626716335842,6.7714634439294,57.2822829097717
High income,2021-08-06,1.93289374259044,6.78803094342121,57.5526528838608
High income,2021-08-07,1.92950894318696,6.8045348690851,57.726908346372
High income,2021-08-08,1.92002725711926,6.84867493750173,57.9219145462196
High income,2021-08-09,1.91708093281046,6.86327588658301,58.157570411413
High income,2021-08-10,1.91438390513938,6.87648308944174,58.3873467770788
High income,2021-08-11,1.91167401028555,6.89042231094303,58.6180282901135
High income,2021-08-12,1.90820293049721,6.90820714928078,58.8432936328772
High income,2021-08-13,1.904112707377,6.92708257864402,59.0764993867325
High income,2021-08-14,1.90035611106178,6.94627579717982,59.2025079915101
High income,2021-08-15,1.89169079262514,6.99122049434689,59.3675924295486
High income,2021-08-16,1.88853683039572,7.00814680612286,59.601739955695
High income,2021-08-17,1.88553203890313,7.02361123972483,59.8511657520832
High income,2021-08-18,1.88245240324111,7.04016530474734,60.0830477309101
High income,2021-08-19,1.87880127775032,7.06050773017764,60.3082719705952
High income,2021-08-20,1.87525888534591,7.08226717225053,60.591465305563
High income,2021-08-21,1.87146524285009,7.1042679549683,60.762188622188
High income,2021-08-22,1.86378586927334,7.15040168263529,60.9296160156787
High income,2021-08-23,1.86092247869686,7.16819779633121,61.1594733080286
High income,2021-08-24,1.85794822250755,7.18528963996102,61.3856421188525
High income,2021-08-25,1.8551395945433,7.20328471174987,61.6122285977309
High income,2021-08-26,1.8519677841186,7.22474539681504,61.8527558174851
High income,2021-08-27,1.8485641165197,7.2472621271275,62.1228383898917
High income,2021-08-28,1.84508342209897,7.27031711584975,62.2861855431356
High income,2021-08-29,1.83803483129382,7.31622693569511,62.4360268164802
High income,2021-08-30,1.83562955708813,7.3343085318636,62.6285533171704
High income,2021-08-31,1.83342558414477,7.35026076464841,62.825798275366
High income,2021-09-01,1.83060719311668,7.36926981900091,63.0282302981509
High income,2021-09-02,1.82745599084422,7.39194536393258,63.1901304470975
High income,2021-09-03,1.82420881720715,7.41621593222502,63.4128334047439
High income,2021-09-04,1.82135801253362,7.43902846076327,63.5735626757177
High income,2021-09-05,1.81562703291974,7.4815981356795,63.7233139860982
High income,2021-09-06,1.81355841721786,7.49876554819912,63.9062157291086
High income,2021-09-07,1.81151247744085,7.51518502862742,64.1117583113384
High income,2021-09-08,1.8091643562704,7.53225871973026,64.2974485063989
High income,2021-09-09,1.80751069958719,7.54843613980996,64.5022836198794
High income,2021-09-10,1.80548481720741,7.5690772422809,64.7459732177457
High income,2021-09-11,1.80324536928553,7.59077446996621,64.9023530792843
High income,2021-09-12,1.79909667172336,7.62872500648933,65.0282190227927
High income,2021-09-13,1.7973720282089,7.64609113720064,65.2351580701257
High income,2021-09-14,1.79560699703474,7.66072815143462,65.4216840810975
High income,2021-09-15,1.79379886712166,7.6770851775741,65.5897214634679
High income,2021-09-16,1.79237526192804,7.69673236921824,65.7598284738139
High income,2021-09-17,1.79118093725328,7.71586057451868,65.9647182847765
High income,2021-09-18,1.78948276533148,7.73525275114741,66.1136360982911
High income,2021-09-19,1.78635837204044,7.76905171678923,66.2172204146997
High income,2021-09-20,1.78507797380288,7.78385706172483,66.3182921654813
High income,2021-09-21,1.78380716545542,7.79703235771898,66.4436292067282
High income,2021-09-22,1.78252575466966,7.81162323094828,66.571434351906
High income,2021-09-23,1.7816155620589,7.82924997437055,66.7250497515183
High income,2021-09-24,1.78069832708143,7.846629379617,66.9185181044668
High income,2021-09-25,1.77946589219087,7.86420182539252,67.042216860163
High income,2021-09-26,1.77722173078639,7.89370080125414,67.1470104387426
High income,2021-09-27,1.77632058430755,7.90657398162325,67.308709230584
High income,2021-09-28,1.77527892355183,7.9182942766122,67.4738275746641
High income,2021-09-29,1.77450797197933,7.93387930056954,67.6277920305769
High income,2021-09-30,1.77382523467142,7.94997515422851,67.7817225804481
High income,2021-10-01,1.77315479405996,7.96625365269626,67.9388328612877
High income,2021-10-02,1.77215347113648,7.98255933997092,68.0395324452829
High income,2021-10-03,1.77000116549498,8.01115092938539,68.1217339645615
High income,2021-10-04,1.76931510219159,8.02275879066106,68.2150988880898
High income,2021-10-05,1.76836821457066,8.03376993759209,68.3175338376697
High income,2021-10-06,1.76716823902916,8.04871442524541,68.4164402398821
High income,2021-10-07,1.766652571903,8.06416790335755,68.5140186288109
High income,2021-10-08,1.7658206649732,8.08088718036559,68.6231544197885
High income,2021-10-09,1.76484765702574,8.09700998293023,68.704553709329
High income,2021-10-10,1.76274484934701,8.12576774393518,68.7709472564335
High income,2021-10-11,1.76193990492684,8.13699136339552,68.8580726686438
High income,2021-10-12,1.76124849537117,8.14775901057053,68.9596448534068
High income,2021-10-13,1.7600459586105,8.1623174171657,69.0513970008827
High income,2021-10-14,1.75955518105508,8.17772379466821,69.1520975444829
High income,2021-10-15,1.7587765350537,8.19371593102552,69.2729110079962
High income,2021-10-16,1.75776691273444,8.20957724124133,69.3503384126823
High income,2021-10-17,1.7552710757294,8.24059455203482,69.4228350472677
High income,2021-10-18,1.75442780392292,8.25213995902167,69.514002555428
High income,2021-10-19,1.75348896772844,8.26324386776452,69.6001006305724
High income,2021-10-20,1.75349634224955,8.27907031233382,69.6862729951334
High income,2021-10-21,1.75273431363231,8.29543541514829,69.7653008609416
High income,2021-10-22,1.75208875847045,8.31142195381006,69.8673207014136
High income,2021-10-23,1.75095918087777,8.32772188345502,69.9381670553866
High income,2021-10-24,1.74810182407753,8.36386340471355,70.0117088596966
High income,2021-10-25,1.74746227445113,8.37419603097797,70.1009789889698
High income,2021-10-26,1.74665867603439,8.38370299715013,70.1846280723152
High income,2021-10-27,1.74516916340253,8.40104017977879,70.2643227835964
High income,2021-10-28,1.74444189848426,8.41946387511189,70.3547557141676
High income,2021-10-29,1.74364778085827,8.43672676832402,70.4580954912482
High income,2021-10-30,1.74214350490381,8.45501875787776,70.5058247220784
High income,2021-10-31,1.73822074801065,8.49800402170435,70.5650830466114
High income,2021-11-01,1.73740728527767,8.50887762525923,70.6221655468877
High income,2021-11-02,1.73654920141691,8.51839162853437,70.6825614031216
High income,2021-11-03,1.73505575597098,8.53763322715304,70.7485210488546
High income,2021-11-04,1.73421996000675,8.55496337267874,70.8179812534776
High income,2021-11-05,1.73302387704374,8.57264809223339,70.9135752593372
High income,2021-11-06,1.73169327135366,8.5905581590171,70.9758003625068
High income,2021-11-07,1.72679058749312,8.64052982668095,71.0167429472635
High income,2021-11-08,1.7258301796449,8.65237654962205,71.0959310670983
High income,2021-11-09,1.72478542735827,8.66408988747512,71.1855628075034
High income,2021-11-10,1.72280709174015,8.68650657897157,71.2819691189531
High income,2021-11-11,1.72157917937976,8.70669754675395,71.3672960715533
High income,2021-11-12,1.71989714275755,8.72689219302198,71.4831586132621
High income,2021-11-13,1.71846244978184,8.74435036584139,71.5539333167322
High income,2021-11-14,1.71125828766509,8.81211214967022,71.5975900641224
High income,2021-11-15,1.7096714921764,8.82828916991453,71.6702573484548
High income,2021-11-16,1.70842880638895,8.84171780161543,71.7476770763012
High income,2021-11-17,1.70583837968997,8.86837362794485,71.8277038908622
High income,2021-11-18,1.70406899537429,8.89169290786369,71.9051584043881
High income,2021-11-19,1.70233729592201,8.91536124408304,72.0074526119087
High income,2021-11-20,1.70232174962311,8.94009530156625,72.0716433058838
High income,2021-11-21,1.69281944425134,9.02414438024154,72.1084265629526
High income,2021-11-22,1.69117108401798,9.04055770320475,72.1861788738812
High income,2021-11-23,1.68977655693486,9.05574665021904,72.2638120338619
High income,2021-11-24,1.68677384096962,9.08527433426207,72.3357355443911
High income,2021-11-25,1.68495708964195,9.11033793607847,72.3823840201466
High income,2021-11-26,1.68275657174354,9.13641280157785,72.4599644818221
High income,2021-11-27,1.68040148215049,9.15770723508546,72.5160206046375
High income,2021-11-28,1.66931199267976,9.2510558453296,72.5544096806227
High income,2021-11-29,1.66760735820906,9.26794505238084,72.6218879811559
High income,2021-11-30,1.66606334442578,9.28518803379025,72.8426331048034
High income,2021-12-01,1.66448162823737,9.31048074128843,72.9207746954734
High income,2021-12-02,1.66239413323618,9.33793559867274,72.9947400054346
High income,2021-12-03,1.66023671756668,9.36637892912246,73.0851539838079
High income,2021-12-04,1.65777996143563,9.39361643598563,73.1416134605706
High income,2021-12-05,1.64575615324025,9.50041790795565,73.1808495478581
High income,2021-12-06,1.64437347533816,9.51799635126211,73.2538699668121
High income,2021-12-07,1.64295139903073,9.53548747051814,73.3196788746009
High income,2021-12-08,1.63992769102608,9.56774171209197,73.3898067243677
High income,2021-12-09,1.63822124354053,9.59488533760422,73.4608468385735
High income,2021-12-10,1.6363540283963,9.6213840286231,73.5482874810098
High income,2021-12-11,1.63401018785824,9.6477526132042,73.594789137208
High income,2021-12-12,1.62306062748735,9.75281088281576,73.6330089228866
High income,2021-12-13,1.62165670129897,9.77017477444885,73.698231352117
High income,2021-12-14,1.62021136338067,9.7883420953262,73.7656977375554
High income,2021-12-15,1.61709203107066,9.82230123502756,73.8373548777439
High income,2021-12-16,1.61511233466475,9.85237789306898,73.9158038618662
High income,2021-12-17,1.61270386185265,9.88479886600284,74.0167113602672
High income,2021-12-18,1.609347592347,9.91805437537475,74.0766167784047
High income,2021-12-19,1.59686572553534,10.034453816053,74.1493270050586
High income,2021-12-20,1.59456935263062,10.0574401130543,74.2350226058936
High income,2021-12-21,1.59194711741504,10.0827871981663,74.3262151437496
High income,2021-12-22,1.58756943897917,10.1274744813055,74.4139035241972
High income,2021-12-23,1.58400688994247,10.1693904253497,74.4768317778937
High income,2021-12-24,1.57951504832739,10.2155641365563,74.506490048177
High income,2021-12-25,1.57536783047441,10.2641623696357,74.5136951619757
High income,2021-12-26,1.55536385912031,10.4275710175635,74.5424454060752
High income,2021-12-27,1.55268401187622,10.4528457324689,74.6047887805548
High income,2021-12-28,1.54799868902798,10.4929294707955,74.6775070039166
High income,2021-12-29,1.53975474990358,10.5677798563887,74.7472758814651
High income,2021-12-30,1.53235959241691,10.6395080073435,74.8147036428043
High income,2021-12-31,1.52243253358881,10.7262009575898,74.8474839078248
High income,2022-01-01,1.51123753399005,10.8198030634748,74.8535584470585
High income,2022-01-02,1.47314100341265,11.1324852984523,74.8910186254523
High income,2022-01-03,1.4674124207272,11.1841138839962,74.9501411658848
High income,2022-01-04,1.459513592251,11.2536877218387,75.0199297153348
High income,2022-01-05,1.44551317262395,11.3808519308771,75.0857161523744
High income,2022-01-06,1.43334412249446,11.5023687848187,75.1451740747369
High income,2022-01-07,1.42121261449308,11.6170901163409,75.2345709518306
High income,2022-01-08,1.41009855789816,11.7277192125546,75.2877012391539
High income,2022-01-09,1.36208980716473,12.1866196524215,75.3310240440216
High income,2022-01-10,1.35466523459857,12.2646095455423,75.3920192535137
High income,2022-01-11,1.34723353501266,12.3454415486233,75.4631878748157
High income,2022-01-12,1.3323924179578,12.5055623500917,75.5390228150875
High income,2022-01-13,1.3227907495324,12.6260788158731,75.6099002762543
High income,2022-01-14,1.31257556628813,12.7497775715693,75.68782843479
High income,2022-01-15,1.30212590321224,12.8754815017754,75.7408834730918
High income,2022-01-16,1.25932446748906,13.369222398523,75.7870916501095
High income,2022-01-17,1.25307681492199,13.45435423145,75.843101471986
High income,2022-01-18,1.24692451715238,13.5368860147654,75.9009688491442
High income,2022-01-19,1.23519707646724,13.68659998052,75.9706851083546
High income,2022-01-20,1.225201352816,13.8267639578138,76.0284609232071
High income,2022-01-21,1.21614306663132,13.9623717308059,76.0912320415931
High income,2022-01-22,1.20727134627817,14.0943914609234,76.1339638097788
High income,2022-01-23,1.16647724040322,14.6593724695417,76.1765056561515
High income,2022-01-24,1.16104067187077,14.7448618352797,76.2238065833058
High income,2022-01-25,1.15579337319307,14.8295986308357,76.2729273212804
High income,2022-01-26,1.14566441646139,14.9929214740875,76.3182496229952
High income,2022-01-27,1.13945311087188,15.1121190428324,76.3635661670803
High income,2022-01-28,1.13298534723861,15.2356548256214,76.4161948209161
High income,2022-01-29,1.12654662293176,15.3551733022549,76.4466530818593
High income,2022-01-30,1.09252117764931,15.9154605631953,76.4708907836822
High income,2022-01-31,1.08884799331013,15.9906692013032,76.5155397625905
High income,2022-02-01,1.08539946878805,16.0601955387006,76.5459059814256
High income,2022-02-02,1.07949569053041,16.1828383291167,76.5762215011324
High income,2022-02-03,1.07587607529298,16.2821320918604,76.6056650598082
High income,2022-02-04,1.07221544747434,16.3767787277334,76.6447310571184
High income,2022-02-05,1.06844109030164,16.4689248730083,76.6696014584716
High income,2022-02-06,1.04442120515033,16.9369729069936,76.6914401479199
High income,2022-02-07,1.04218020519397,16.9954601889494,76.720059645845
High income,2022-02-08,1.03965708312839,17.0561737543888,76.7492139635955
High income,2022-02-09,1.03668864773677,17.1462341183382,76.7779814805841
High income,2022-02-10,1.03462202358409,17.2250569485554,76.8059753960489
High income,2022-02-11,1.03254199322517,17.2988128247363,76.835132272746
High income,2022-02-12,1.03077025703875,17.3630078369337,76.8552211225683
High income,2022-02-13,1.01528387852595,17.7135760750014,76.8703897579445
High income,2022-02-14,1.01384940808909,17.7595245989131,76.8926835400402
High income,2022-02-15,1.01227887195019,17.8078623792157,76.9150971927877
High income,2022-02-16,1.01075874374995,17.8751676309897,76.9396247752725
High income,2022-02-17,1.00957322849063,17.938360415784,76.9609465575212
High income,2022-02-18,1.00838164452072,17.9979163777856,76.9874970672074
High income,2022-02-19,1.00713429333262,18.0530868651993,77.0043478100935
High income,2022-02-20,0.996410082356174,18.3240412387029,77.0188897434704
High income,2022-02-21,0.995231306522518,18.3637109874607,77.0377993987435
High income,2022-02-22,0.993720615257891,18.4113841613684,77.0567092139508
High income,2022-02-23,0.992104525786502,18.4665559282555,77.0771607944441
High income,2022-02-24,0.991194206156854,18.5248629644148,77.0974508414376
High income,2022-02-25,0.990303664729188,18.5780045270963,77.1184340430732
High income,2022-02-26,0.989361493569776,18.6289243644177,77.1325390363295
High income,2022-02-27,0.980815382051102,18.8587511093433,77.1440343039577
High income,2022-02-28,0.979839106451574,18.8962876562977,77.1618466509707
High income,2022-03-01,0.97827884339199,18.9429456481356,77.1757678798792
High income,2022-03-02,0.977121306737422,18.9978273744265,77.1897553215292
High income,2022-03-03,0.975576847143772,19.0579121587225,77.219942414107
High income,2022-03-04,0.974156918122647,19.1142002660345,77.2360960039971
High income,2022-03-05,0.972618714198987,19.1679768472915,77.2475355345711
High income,2022-03-06,0.963139556035372,19.4145385427727,77.2572381002189
High income,2022-03-07,0.961796311511696,19.4556043567984,77.2698469893914
High income,2022-03-08,0.959782939799545,19.5113893112483,77.2811438586963
High income,2022-03-09,0.957841539830458,19.5768001429172,77.292063843157
High income,2022-03-10,0.956173787744352,19.6377584076188,77.3055870759126
High income,2022-03-11,0.954262516236052,19.7064706801504,77.3192207432044
High income,2022-03-12,0.95225023841527,19.770124395189,77.3306696299268
High income,2022-03-13,0.941002241745614,20.0627065849531,77.336936729887
High income,2022-03-14,0.939162975849736,20.1175965478532,77.3466904744655
High income,2022-03-15,0.936840158109232,20.1798619544306,77.3569556085151
High income,2022-03-16,0.932262148705062,20.2724132928956,77.3727788544012
High income,2022-03-17,0.930094273864682,20.3447096899149,77.384364564796
High income,2022-03-18,0.928092811788132,20.414794437426,77.397260935618
High income,2022-03-19,0.926187934933379,20.4777186927686,77.409378267155
High income,2022-03-20,0.91473340479091,20.7866249622355,77.4168722220436
High income,2022-03-21,0.913006763231626,20.8412634286717,77.4247794467973
High income,2022-03-22,0.914975372539377,20.9079949166527,77.4353651688673
High income,2022-03-23,0.912765881015408,20.9786160033637,77.4489470974589
High income,2022-03-24,0.91083558236145,21.0439265563153,77.4585877685874
High income,2022-03-25,0.909117149747798,21.107744043932,77.471724120614
High income,2022-03-26,0.90740047292619,21.1664129311245,77.4836649648073
High income,2022-03-27,0.895913725638323,21.4883396803204,77.4903542909455
High income,2022-03-28,0.894280740920888,21.5403026082222,77.4997945645737
High income,2022-03-29,0.892368517116566,21.5986477886784,77.5089906187421
High income,2022-03-30,0.890608079612241,21.6594696295429,77.5213326577715
High income,2022-03-31,0.889182325868294,21.7139307289975,77.5334667024279
High income,2022-04-01,0.887987943381672,21.7663258789621,77.5473066048169
High income,2022-04-02,0.886814913380723,21.812223064009,77.5589790794925
High income,2022-04-03,0.877280840051288,22.0960528569598,77.5663470062645
High income,2022-04-04,0.876162681251313,22.135322850289,77.5771935009795
High income,2022-04-05,0.875026365241364,22.1768988542797,77.5873148542208
High income,2022-04-06,0.873817274874511,22.2218244393148,77.5988014854045
High income,2022-04-07,0.872764013748607,22.2649512448715,77.6086128062799
High income,2022-04-08,0.872004261459987,22.3050478578979,77.6204941549663
High income,2022-04-09,0.871205588926365,22.3408613541977,77.6310447714885
High income,2022-04-10,0.863865482467714,22.578666014775,77.6372078342788
High income,2022-04-11,0.863017596378936,22.6119679850199,77.6468847304942
High income,2022-04-12,0.862153736130482,22.6441040352508,77.6572538217467
High income,2022-04-13,0.861290755077681,22.6802087716529,77.6677384654285
High income,2022-04-14,0.86088894763698,22.7076073322135,77.6788605266984
High income,2022-04-15,0.860172165448246,22.7422037295686,77.6885327048561
High income,2022-04-16,0.859696931955953,22.770439625415,77.6970084955426
High income,2022-04-17,0.853889487492516,22.9651253172094,77.7031599631064
High income,2022-04-18,0.853342625755363,22.9882576340972,77.7115056473551
High income,2022-04-19,0.852850107687779,23.0091469543818,77.721639715362
High income,2022-04-20,0.852389125239801,23.0335238788895,77.732223438255
High income,2022-04-21,0.851713477682876,23.0650531389238,77.745351153837
High income,2022-04-22,0.851191771742001,23.092990837532,77.756971489977
High income,2022-04-23,0.850781545037024,23.1178768324656,77.7679428133026
High income,2022-04-24,0.845968393107497,23.2853834733317,77.7743036346797
High income,2022-04-25,0.845528618644334,23.3056943917328,77.7828458780089
High income,2022-04-26,0.84512212065917,23.3241239246627,77.791858727599
High income,2022-04-27,0.844677563265713,23.3453459879637,77.8017992752744
High income,2022-04-28,0.844174717183307,23.371784543739,77.811393645464
High income,2022-04-29,0.843780193261689,23.3961701046913,77.82231786818
High income,2022-04-30,0.843379318534419,23.4158907061141,77.8326592108561
High income,2022-05-01,0.839590947116829,23.5555686435008,77.8375607130057
High income,2022-05-02,0.839338776760891,23.5711250392438,77.8442565964444
High income,2022-05-03,0.839081673912364,23.58501867951,77.8512825040188
High income,2022-05-04,0.838605365812116,23.6057283137678,77.8598212287965
High income,2022-05-05,0.838364767899552,23.6250840254084,77.8681849856051
High income,2022-05-06,0.83808409091155,23.6474040367062,77.8803097540804
High income,2022-05-07,0.837630555519432,23.668389557387,77.8881335731706
High income,2022-05-08,0.834287604619683,23.7937082062057,77.892982377015
High income,2022-05-09,0.833984767341422,23.8091368945233,77.900576610621
High income,2022-05-10,0.833629339064306,23.8241900574372,77.9103922497186
High income,2022-05-11,0.833044033965241,23.8489734546082,77.9190725162265
High income,2022-05-12,0.832592797651796,23.871983581799,77.9273003290006
High income,2022-05-13,0.832136866806599,23.8959991350761,77.9404866604516
High income,2022-05-14,0.831666190082092,23.9167920950303,77.9479778164925
High income,2022-05-15,0.828270144137914,24.0423998248401,77.9532902694619
High income,2022-05-16,0.828027904825513,24.0557494490668,77.9607469596916
High income,2022-05-17,0.827708207268388,24.0696106226988,77.9698825587482
High income,2022-05-18,0.827153010462471,24.0938487243572,77.9788564643708
High income,2022-05-19,0.82666760190271,24.1168862002891,77.9876366897276
High income,2022-05-20,0.826186221132501,24.1406364227975,77.9995582618548
High income,2022-05-21,0.825731063771128,24.1603445493559,78.006128357078
High income,2022-05-22,0.822882673255819,24.2695914945735,78.0109290207407
High income,2022-05-23,0.822659550462324,24.281335539785,78.0184711957781
High income,2022-05-24,0.822374906920114,24.2938531065531,78.0263621072477
High income,2022-05-25,0.821991068376645,24.3137389999285,78.0365954943669
High income,2022-05-26,0.821606943850867,24.33444031761,78.0469882558748
High income,2022-05-27,0.821235367996669,24.3561033993526,78.0613005238004
High income,2022-05-28,0.820884706651676,24.373453456681,78.0666548795192
High income,2022-05-29,0.818711192742066,24.459863323467,78.076263483849
High income,2022-05-30,0.818524878195808,24.4704134601867,78.0832887516867
High income,2022-05-31,0.818299386909423,24.4802934727831,78.0959876837903
High income,2022-06-01,0.818028039312098,24.4936730846645,78.1118198060223
High income,2022-06-02,0.817557009267434,24.5149448075216,78.1273835587365
High income,2022-06-03,0.817195211592797,24.5345857617336,78.1370077566468
High income,2022-06-04,0.816915896610841,24.549082753612,78.1418641573637
High income,2022-06-05,0.814614749016954,24.6396727395266,78.1566458320439
High income,2022-06-06,0.81440694426957,24.6494848600728,78.1654668406111
High income,2022-06-07,0.814189499530176,24.6601832557573,78.1737000911465
High income,2022-06-08,0.813821027605534,24.6775193988139,78.1840665434854
High income,2022-06-09,0.813351373467641,24.6991231449837,78.1916401455849
High income,2022-06-10,0.81297549189189,24.7201923112293,78.1999809518417
High income,2022-06-11,0.812563286061207,24.7377615583217,78.2047657820229
High income,2022-06-12,0.810029680082822,24.8353937650948,78.2077110495151
High income,2022-06-13,0.809835210470848,24.8452975279137,78.2126201485373
High income,2022-06-14,0.809582172228067,24.8563325050343,78.2182442332141
High income,2022-06-15,0.809180130184868,24.8743845933506,78.2242955819948
High income,2022-06-16,0.808691365868133,24.8959250055937,78.2294274692994
High income,2022-06-17,0.808237229017375,24.9185907145746,78.2356700993335
High income,2022-06-18,0.807672482303808,24.9381629770656,78.2398472596802
High income,2022-06-19,0.804679497375303,25.0532599139586,78.2420236437064
High income,2022-06-20,0.804392481785592,25.0660265781783,78.2462772525807
High income,2022-06-21,0.804122642047539,25.0784257936693,78.2522638280273
High income,2022-06-22,0.803673893737223,25.0967372951903,78.2594383944018
High income,2022-06-23,0.803023622845986,25.1252358029246,78.2668499032318
High income,2022-06-24,0.802512391197508,25.1507975996442,78.2756821071901
High income,2022-06-25,0.802070388639419,25.1737004909819,78.2830166077229
High income,2022-06-26,0.79805083290739,25.3255239882845,78.2861832240903
High income,2022-06-27,0.797737273510144,25.3413827395538,78.2928876640065
High income,2022-06-28,0.797354583255579,25.3574867498548,78.300150114201
High income,2022-06-29,0.796793422362968,25.3814975051071,78.3080013619993
High income,2022-06-30,0.796041541569307,25.414933900012,78.3157588084138
High income,2022-07-01,0.795345734547655,25.4461969496398,78.3240038940769
High income,2022-07-02,0.794741862089278,25.4747687871857,78.3282315136505
High income,2022-07-03,0.79043987062218,25.6421374848402,78.3301822305793
High income,2022-07-04,0.789415420756766,25.68107673433,78.3318362696445
High income,2022-07-05,0.788975796991876,25.6997447290899,78.3383755775422
High income,2022-07-06,0.788229948943218,25.7296120333181,78.3458567376982
High income,2022-07-07,0.787360948795389,25.7670689330616,78.3529171910508
High income,2022-07-08,0.786552947196021,25.8043967659394,78.3608406491216
High income,2022-07-09,0.785841788925356,25.8390644939291,78.3659954869779
High income,2022-07-10,0.781160648827585,26.0283945505314,78.3761392310014
High income,2022-07-11,0.779984058071231,26.074239916911,78.3821403604564
High income,2022-07-12,0.77936893684412,26.101283263706,78.3888990980193
High income,2022-07-13,0.778448355036548,26.1409949951804,78.3965591445314
High income,2022-07-14,0.777453242461137,26.1861288944567,78.403548906986
High income,2022-07-15,0.776573244324847,26.2292406662025,78.4121048246858
High income,2022-07-16,0.77568746791005,26.271089277966,78.4174751738204
High income,2022-07-17,0.771735540750915,26.4477819771157,78.4204081263825
High income,2022-07-18,0.770483993290605,26.4987345209724,78.4266616319394
High income,2022-07-19,0.769903576986568,26.5265948914151,78.4341555068609
High income,2022-07-20,0.76904305245061,26.5672367199871,78.4413379899763
High income,2022-07-21,0.768122215206811,26.6141086237618,78.4483199156571
High income,2022-07-22,0.767152532206468,26.6626967809892,78.4576874192432
High income,2022-07-23,0.7661490753647,26.7117295551767,78.4624939205028
High income,2022-07-24,0.762889415620921,26.8748144963681,78.4670689170682
High income,2022-07-25,0.761570492401697,26.9307553066554,78.4739050627638
High income,2022-07-26,0.760870616084369,26.9645552319021,78.4810510009239
High income,2022-07-27,0.75987349114922,27.0122410406084,78.4883873406996
High income,2022-07-28,0.758879341161237,27.0624329376082,78.4956980910099
High income,2022-07-29,0.757888110893454,27.1133273453984,78.5044102643824
High income,2022-07-30,0.756953034072843,27.1633857773432,78.5091779016415
High income,2022-07-31,0.754436314476835,27.2998007380322,78.5120846250016
High income,2022-08-01,0.75326467128363,27.3508518013304,78.5217255360313
High income,2022-08-02,0.752613322877736,27.3834052797144,78.5286597213659
High income,2022-08-03,0.751649811684028,27.4322630859328,78.5355444070785
High income,2022-08-04,0.750699036359493,27.4829638134573,78.5415936767152
High income,2022-08-05,0.749738721580294,27.534452776481,78.5497875834477
High income,2022-08-06,0.748851170343007,27.5837884659643,78.554566576032
High income,2022-08-07,0.747083396123981,27.6896473659724,78.5577413490414
High income,2022-08-08,0.746135600594085,27.7344772304138,78.5632807485814
High income,2022-08-09,0.745466742596997,27.769262669944,78.5695173810846
High income,2022-08-10,0.744578529006016,27.8159963106388,78.5753078772531
High income,2022-08-11,0.743801759622324,27.8646015008541,78.5805498792257
High income,2022-08-12,0.742921890890671,27.9136191612637,78.5872863059736
High income,2022-08-13,0.742152886341047,27.958662137971,78.5907111360395
High income,2022-08-14,0.740846802776224,28.0458283333917,78.5933845954298
High income,2022-08-15,0.740126622204313,28.0828099887838,78.5985739790643
