IncomeType,PopulationSize,Date,TotalCases,TotalDeaths,TotalPeopleVaccinated,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
Upper middle income,2525921300,2023-05-01,243567580,2657119,2106977241,1.09091653330874,9.64272243953127,83.4142077585711
Upper middle income,2525921300,2023-05-02,243571823,2657152,2106978814,1.09091107800265,9.64289041784477,83.4142700328787
Upper middle income,2525921300,2023-05-03,243576032,2657201,2106980992,1.09091234395345,9.64305705011474,83.4143562588431
Upper middle income,2525921300,2023-05-04,243581432,2657246,2106981559,1.09090663363864,9.64327083349747,83.4143787060983
Upper middle income,2525921300,2023-05-05,243586799,2657291,2106982565,1.09090107136717,9.64348331042618,83.4144185331506
Upper middle income,2525921300,2023-05-06,243593438,2657361,2106986581,1.09090007588792,9.64374614521838,83.4145775246442
Upper middle income,2525921300,2023-05-07,243651268,2657917,2106988067,1.09086934856419,9.64603560688926,83.4146363546639
Upper middle income,2525921300,2023-05-08,243665094,2657955,2106988592,1.09082304583192,9.64658297152805,83.4146571391595
Upper middle income,2525921300,2023-05-09,243668809,2657990,2106989519,1.09082077878913,9.64673004657746,83.4146938386402
Upper middle income,2525921300,2023-05-10,243671995,2658033,2106990502,1.09082416303113,9.64685617877327,83.4147327551337
Upper middle income,2525921300,2023-05-11,243675433,2658072,2106991409,1.09082477756385,9.64699228752693,83.4147686628241
Upper middle income,2525921300,2023-05-12,243679522,2658104,2106999328,1.09081960526827,9.64715416905507,83.4150821721959
Upper middle income,2525921300,2023-05-13,243685265,2658178,2106999690,1.09082426465137,9.64738153164154,83.4150965036005
Upper middle income,2525921300,2023-05-14,243727896,2658883,2107048246,1.09092272310101,9.64906927226909,83.4170188121063
Upper middle income,2525921300,2023-05-15,243745371,2658939,2107051122,1.09086748564345,9.64976109904929,83.4171326715524
Upper middle income,2525921300,2023-05-16,243746498,2658953,2107052775,1.09086818551953,9.64980571643305,83.4171981130212
Upper middle income,2525921300,2023-05-17,243747345,2658970,2107056191,1.09087136928609,9.64983924875252,83.4173333508055
Upper middle income,2525921300,2023-05-18,243748228,2658988,2107056796,1.09087480217497,9.64987420629455,83.4173573024623
Upper middle income,2525921300,2023-05-19,243749039,2659016,2107059459,1.09088265984917,9.64990631339147,83.4174627293416
Upper middle income,2525921300,2023-05-20,243752042,2659105,2107060177,1.09090573280203,9.65002520070598,83.4174911546136
Upper middle income,2525921300,2023-05-21,243754234,2659131,2107060389,1.09090658913437,9.65011198092356,83.4174995475908
Upper middle income,2525921300,2023-05-22,243789944,2659460,2107062364,1.09088174695179,9.65152572251558,83.4175777368836
Upper middle income,2525921300,2023-05-23,243791074,2659474,2107063582,1.09088243321,9.65157045866789,83.4176259569132
Upper middle income,2525921300,2023-05-24,243791972,2659492,2107064126,1.09088579832317,9.65160601005265,83.4176474936096
Upper middle income,2525921300,2023-05-25,243793537,2659593,2107067815,1.09092022402546,9.65166796764412,83.4177935393316
Upper middle income,2525921300,2023-05-26,243795061,2659595,2107079829,1.09091422487841,9.65172830206547,83.4182691677686
Upper middle income,2525921300,2023-05-27,243798276,2659607,2107080536,1.09090476095081,9.65185558235722,83.4182971575559
Upper middle income,2525921300,2023-05-28,243800381,2659637,2107080730,1.09090764710495,9.65193891828696,83.4183048379219
Upper middle income,2525921300,2023-05-29,243827490,2659913,2107081983,1.09089955361473,9.65301215045774,83.4183544435846
Upper middle income,2525921300,2023-05-30,243828877,2659913,2107083754,1.09089334812464,9.65306706111548,83.4184245566162
Upper middle income,2525921300,2023-05-31,243829164,2659915,2107085600,1.0908928843311,9.65307842330638,83.4184976388615
Upper middle income,2525921300,2023-06-01,243829949,2659917,2107087865,1.09089019249231,9.65310950107591,83.4185873091137
Upper middle income,2525921300,2023-06-02,243830845,2659918,2107097654,1.0908865939418,9.65314497328163,83.4189748508792
Upper middle income,2525921300,2023-06-03,243834583,2660004,2107098165,1.09090514039184,9.65329295888989,83.4189950811215
Upper middle income,2525921300,2023-06-04,243835712,2660024,2107099948,1.09090829156313,9.65333765545269,83.4190656692273
Upper middle income,2525921300,2023-06-05,243862614,2660311,2107101195,1.09090563590859,9.65440269259379,83.4191150373529
Upper middle income,2525921300,2023-06-06,243863152,2660312,2107102358,1.09090363926732,9.65442399175303,83.4191610799592
Upper middle income,2525921300,2023-06-07,243863876,2660313,2107103701,1.09090081058172,9.65445265456212,83.4192142486783
Upper middle income,2525921300,2023-06-08,243864789,2660316,2107104794,1.09089795657216,9.65448879978961,83.4192575200185
Upper middle income,2525921300,2023-06-09,243865163,2660317,2107106137,1.09089669359621,9.65450360626834,83.4193106887376
Upper middle income,2525921300,2023-06-10,243868490,2660386,2107106561,1.09091010486841,9.6546353205858,83.4193274746921
Upper middle income,2525921300,2023-06-11,243872305,2660565,2107106896,1.09096643835798,9.65478635458674,83.4193407371797
Upper middle income,2525921300,2023-06-12,243886715,2660780,2107107810,1.09099013449749,9.65535683950248,83.4193769219967
Upper middle income,2525921300,2023-06-13,243887142,2660780,2107108848,1.09098822438126,9.65537374422552,83.4194180159136
Upper middle income,2525921300,2023-06-14,243887540,2660782,2107110218,1.09098726404801,9.65538950085262,83.4194722535496
Upper middle income,2525921300,2023-06-15,243887851,2660783,2107111259,1.09098628287147,9.65540181319189,83.4195134662351
Upper middle income,2525921300,2023-06-16,243888237,2660783,2107112288,1.09098455617603,9.6554170947448,83.4195542038463
Upper middle income,2525921300,2023-06-17,243890638,2660856,2107112900,1.09100374734351,9.65551214917108,83.4195784326297
Upper middle income,2525921300,2023-06-18,243893014,2660863,2107114973,1.0909959889216,9.65560621385947,83.419660501695
Upper middle income,2525921300,2023-06-19,243907766,2661105,2107118038,1.09102922126719,9.65619023838945,83.4197818435594
Upper middle income,2525921300,2023-06-20,243908070,2661107,2107118851,1.09102868142083,9.65620227360211,83.4198140298354
Upper middle income,2525921300,2023-06-21,243908326,2661107,2107119193,1.09102753630477,9.65621240851803,83.4198275694496
Upper middle income,2525921300,2023-06-22,243908538,2661107,2107121549,1.09102658800735,9.65622080149528,83.4199208423477
Upper middle income,2525921300,2023-06-23,243909246,2661107,2107122582,1.09102342106375,9.65624883087213,83.419961738317
Upper middle income,2525921300,2023-06-24,243911023,2661228,2107122865,1.09106508072823,9.65631918144085,83.4199729421499
Upper middle income,2525921300,2023-06-25,243914900,2661243,2107123577,1.09105388805686,9.65647266999174,83.4200011298848
Upper middle income,2525921300,2023-06-26,243930049,2661502,2107124326,1.09109230736882,9.6570724115593,83.4200307824317
Upper middle income,2525921300,2023-06-27,243930387,2661505,2107124662,1.09109202536542,9.65708579281548,83.4200440845089
Upper middle income,2525921300,2023-06-28,243930627,2661505,2107126001,1.09109095185493,9.65709529429915,83.4200970948699
Upper middle income,2525921300,2023-06-29,243930832,2661505,2107126640,1.09109003489973,9.65710341014979,83.4201223925702
Upper middle income,2525921300,2023-06-30,243931265,2661505,2107126960,1.09108809811649,9.65712055240993,83.4201350612151
Upper middle income,2525921300,2023-07-01,243932274,2661549,2107127199,1.09110162273976,9.65716049823088,83.4201445231093
Upper middle income,2525921300,2023-07-02,243932683,2661581,2107127647,1.09111291167162,9.65717669034265,83.4201622592121
Upper middle income,2525921300,2023-07-03,243948634,2661773,2107128010,1.09112027247507,9.6578081827015,83.4201766302062
Upper middle income,2525921300,2023-07-04,243948996,2661775,2107136569,1.09111947318693,9.65782251410604,83.4205154768678
Upper middle income,2525921300,2023-07-05,243949076,2661775,2107137164,1.09111911536816,9.65782568126727,83.4205390326294
Upper middle income,2525921300,2023-07-06,243949136,2661775,2107137691,1.09111884700424,9.65782805663819,83.420559896304
Upper middle income,2525921300,2023-07-07,243949435,2661776,2107138162,1.09111791958034,9.65783989390327,83.4205785429657
Upper middle income,2525921300,2023-07-08,243950751,2661833,2107138436,1.09113539888221,9.65789199370543,83.4205893904929
Upper middle income,2525921300,2023-07-09,243951061,2661852,2107138538,1.0911418007729,9.65790426645517,83.4205934286235
Upper middle income,2525921300,2023-07-10,243965092,2662022,2107138871,1.09114872876977,9.65845974694461,83.4206066119321
Upper middle income,2525921300,2023-07-11,243965313,2662024,2107139234,1.09114856012338,9.6584684962275,83.4206209829261
Upper middle income,2525921300,2023-07-12,243965496,2662025,2107139665,1.09114815154025,9.6584757411088,83.4206380460072
Upper middle income,2525921300,2023-07-13,243965624,2662025,2107140051,1.09114757905401,9.65848080856676,83.4206533275601
Upper middle income,2525921300,2023-07-14,243965856,2662025,2107140642,1.09114654142422,9.65848999333431,83.4206767249637
Upper middle income,2525921300,2023-07-15,243966559,2662062,2107140871,1.09115856325211,9.65851782476358,83.4206857909627
Upper middle income,2525921300,2023-07-16,243966788,2662068,2107148160,1.0911599983847,9.65852689076259,83.4209743589399
Upper middle income,2525921300,2023-07-17,243979334,2662212,2107148926,1.09116290972415,9.65902358082178,83.4210046845086
Upper middle income,2525921300,2023-07-18,243979559,2662215,2107149273,1.09116313305575,9.65903248846272,83.4210184220704
Upper middle income,2525921300,2023-07-19,243979679,2662215,2107149666,1.09116259637345,9.65903723920456,83.4210339807499
Upper middle income,2525921300,2023-07-20,243979853,2662216,2107150119,1.09116222805495,9.65904412778023,83.4210519148004
Upper middle income,2525921300,2023-07-21,243980155,2662216,2107150493,1.09116087740825,9.65905608381386,83.4210667212791
Upper middle income,2525921300,2023-07-22,243981130,2662227,2107150706,1.09116102544488,9.65909468359129,83.4210751538459
Upper middle income,2525921300,2023-07-23,243981381,2662231,2107162172,1.09116154236376,9.65910462055964,83.4215290872285
Upper middle income,2525921300,2023-07-24,243990526,2662338,2107162549,1.09116449873959,9.65946666667722,83.4215440124758
Upper middle income,2525921300,2023-07-25,243993930,2662383,2107162920,1.0911677188035,9.65960142938737,83.421558700186
Upper middle income,2525921300,2023-07-26,243994047,2662383,2107163320,1.09116719556687,9.65960606136066,83.4215745359921
Upper middle income,2525921300,2023-07-27,243994183,2662383,2107163681,1.09116658736081,9.65961144553474,83.4215888278071
Upper middle income,2525921300,2023-07-28,243994501,2662383,2107163928,1.09116516523461,9.65962403500062,83.4215986064174
Upper middle income,2525921300,2023-07-29,243995337,2662391,2107164065,1.09116470533205,9.65965713183542,83.421604030181
Upper middle income,2525921300,2023-07-30,243996161,2662421,2107166550,1.09117331563262,9.65968975359604,83.4217024101266
Upper middle income,2525921300,2023-07-31,244005589,2662612,2107166910,1.09120943127249,9.66006300354647,83.4217166623521
Upper middle income,2525921300,2023-08-01,244008782,2662654,2107169420,1.0912123646435,9.66018941286888,83.4218160320355
Upper middle income,2525921300,2023-08-02,244008936,2662654,2107169907,1.09121167595272,9.66019550965424,83.4218353121295
Upper middle income,2525921300,2023-08-03,244009143,2662654,2107171010,1.09121075024635,9.66020370468391,83.4218789793649
Upper middle income,2525921300,2023-08-04,244009552,2662654,2107171500,1.0912089211983,9.66021989679568,83.4218983782274
Upper middle income,2525921300,2023-08-05,244010432,2662687,2107171825,1.09121850987092,9.66025473556916,83.4219112448199
Upper middle income,2525921300,2023-08-06,244011679,2662687,2108427348,1.09121293329571,9.66030410369476,83.4716167918613
Upper middle income,2525921300,2023-08-07,244022521,2662791,2108427852,1.09120706936718,9.66073333321984,83.471636744977
Upper middle income,2525921300,2023-08-08,244026328,2662839,2108428204,1.0912097156992,9.66088405050466,83.4716506804864
Upper middle income,2525921300,2023-08-09,244026583,2662840,2108428661,1.09120898521125,9.66089414583107,83.4716687728949
Upper middle income,2525921300,2023-08-10,244026819,2662840,2108429028,1.09120792989561,9.66090348895668,83.471683302247
Upper middle income,2525921300,2023-08-11,244027053,2662841,2108429435,1.09120729331596,9.66091275290327,83.4716994151797
Upper middle income,2525921300,2023-08-12,244028027,2662849,2108429772,1.09120621624335,9.66095131309119,83.4717127568464
Upper middle income,2525921300,2023-08-13,244028494,2662875,2108430761,1.09121478248356,9.66096980139484,83.471751910877
Upper middle income,2525921300,2023-08-14,244040321,2662982,2108431153,1.0912057438246,9.66143802659252,83.471767429967
Upper middle income,2525921300,2023-08-15,244043950,2663026,2108431813,1.09120754683736,9.66158169694361,83.4717935590471
Upper middle income,2525921300,2023-08-16,244044224,2663026,2108432270,1.09120632168701,9.6615925444708,83.4718116514557
Upper middle income,2525921300,2023-08-17,244044541,2663026,2108432696,1.09120490427196,9.66160509434716,83.4718285165892
Upper middle income,2525921300,2023-08-18,244044871,2663027,2108433209,1.09120383849411,9.66161815888721,83.4718488260105
Upper middle income,2525921300,2023-08-19,244046291,2663037,2108433577,1.09120158683338,9.66167437599897,83.4718633949522
Upper middle income,2525921300,2023-08-20,244046976,2663040,2108443645,1.09119975328029,9.66170149481696,83.4722619821924
Upper middle income,2525921300,2023-08-21,244060660,2663154,2108444030,1.09118528156074,9.66224323774458,83.4722772241558
Upper middle income,2525921300,2023-08-22,244065318,2663188,2108444799,1.09117838692673,9.66242764570693,83.4723076684931
Upper middle income,2525921300,2023-08-23,244065817,2663190,2108445309,1.09117697543036,9.66244740087508,83.4723278591459
Upper middle income,2525921300,2023-08-24,244066313,2663191,2108445838,1.0911751676275,9.66246703727468,83.4723488019995
Upper middle income,2525921300,2023-08-25,244066828,2663193,2108446578,1.09117368461068,9.66248742587507,83.4723780982408
Upper middle income,2525921300,2023-08-26,244067769,2663199,2108446953,1.09117193593883,9.66252467960898,83.4723929443091
Upper middle income,2525921300,2023-08-27,244068335,2663203,2108447356,1.09117104437165,9.66254708727465,83.4724088988837
Upper middle income,2525921300,2023-08-28,244084246,2663321,2108448062,1.09114825870409,9.66317699605289,83.4724368490816
Upper middle income,2525921300,2023-08-29,244089056,2663338,2108448680,1.09113372129228,9.66336742162157,83.472461315402
Upper middle income,2525921300,2023-08-30,244089056,2663338,2108449082,1.09113372129228,9.66336742162157,83.4724772303872
Upper middle income,2525921300,2023-08-31,244089056,2663338,2108449583,1.09113372129228,9.66336742162157,83.4724970647344
Upper middle income,2525921300,2023-09-01,244089056,2663338,2108450288,1.09113372129228,9.66336742162157,83.4725249753427
Upper middle income,2525921300,2023-09-02,244089946,2663344,2108450814,1.09113220091417,9.6634026562902,83.4725457994277
Upper middle income,2525921300,2023-09-03,244091273,2663352,2108456180,1.09112954644634,9.66345519157703,83.4727582367669
Upper middle income,2525921300,2023-09-04,244106661,2663440,2108456915,1.09109681361788,9.66406439503875,83.4727873350607
Upper middle income,2525921300,2023-09-05,244112663,2663456,2108457685,1.09107654116247,9.6643020113097,83.4728178189875
Upper middle income,2525921300,2023-09-06,244112663,2663456,2108458518,1.09107654116247,9.6643020113097,83.4728507970537
Upper middle income,2525921300,2023-09-07,244112663,2663456,2108459391,1.09107654116247,9.6643020113097,83.4728853587006
Upper middle income,2525921300,2023-09-08,244112663,2663456,2108460276,1.09107654116247,9.6643020113097,83.4729203954217
Upper middle income,2525921300,2023-09-09,244113505,2663459,2108460876,1.09107400674125,9.66433534568159,83.4729441491309
Upper middle income,2525921300,2023-09-10,244115342,2663468,2108463552,1.09106948304789,9.66440807162123,83.4730500906739
Upper middle income,2525921300,2023-09-11,244128080,2663536,2108464408,1.09104040796946,9.66491236286736,83.473083979299
Upper middle income,2525921300,2023-09-12,244136962,2663548,2108465228,1.09100562986444,9.66526399694242,83.4731164427015
Upper middle income,2525921300,2023-09-13,244136962,2663548,2108466110,1.09100562986444,9.66526399694242,83.473151360654
Upper middle income,2525921300,2023-09-14,244136962,2663548,2108466988,1.09100562986444,9.66526399694242,83.4731861202485
Upper middle income,2525921300,2023-09-15,244136962,2663548,2108467947,1.09100562986444,9.66526399694242,83.4732240865937
Upper middle income,2525921300,2023-09-16,244137174,2663551,2108468591,1.09100591129149,9.66527238991967,83.4732495822415
Upper middle income,2525921300,2023-09-17,244139762,2663558,2108468790,1.09099721330932,9.66537484758531,83.4732574605551
Upper middle income,2525921300,2023-09-18,244149007,2663658,2108469827,1.09099685996265,9.66574085265444,83.4732985148825
Upper middle income,2525921300,2023-09-19,244162111,2663672,2108470821,1.09094404086308,9.66625963366317,83.4733378668607
Upper middle income,2525921300,2023-09-20,244162111,2663672,2108471663,1.09094404086308,9.66625963366317,83.4733712012326
Upper middle income,2525921300,2023-09-21,244162111,2663672,2108472572,1.09094404086308,9.66625963366317,83.473407188102
Upper middle income,2525921300,2023-09-22,244162874,2663672,2108473529,1.09094063170308,9.66628984046336,83.4734450752682
Upper middle income,2525921300,2023-09-23,244163111,2663674,2108474169,1.09094039189237,9.66629922317849,83.473470412558
Upper middle income,2525921300,2023-09-24,244166277,2663695,2108474358,1.09093484682981,9.66642456358399,83.4734778949764
Upper middle income,2525921300,2023-09-25,244171687,2663761,2108475303,1.09093770564808,9.66663874286186,83.4735153070683
Upper middle income,2525921300,2023-09-26,244188983,2663785,2108737774,1.09087026256217,9.66732348311881,83.4839064067435
Upper middle income,2525921300,2023-09-27,244188983,2663785,2108738607,1.09087026256217,9.66732348311881,83.4839393848098
Upper middle income,2525921300,2023-09-28,244188983,2663785,2108739395,1.09087026256217,9.66732348311881,83.4839705813479
Upper middle income,2525921300,2023-09-29,244189905,2663785,2108740256,1.09086614370893,9.66735998465194,83.4840046679206
Upper middle income,2525921300,2023-09-30,244190095,2663786,2108740730,1.09086570444227,9.66736750665985,83.4840234333508
Upper middle income,2525921300,2023-10-01,244194156,2663808,2108767556,1.09085657234156,9.66752827968156,83.4850854616888
Upper middle income,2525921300,2023-10-02,244197206,2663913,2108768383,1.09088594568113,9.66764902770328,83.4851182022179
Upper middle income,2525921300,2023-10-03,244217556,2663943,2108769247,1.09080732918316,9.66845467434001,83.4851524075592
Upper middle income,2525921300,2023-10-04,244217556,2663943,2108770026,1.09080732918316,9.66845467434001,83.4851832477916
Upper middle income,2525921300,2023-10-05,244217556,2663943,2108770802,1.09080732918316,9.66845467434001,83.4852139692555
Upper middle income,2525921300,2023-10-06,244218052,2663943,2108780165,1.09080511378414,9.66847431073961,83.4855846458874
Upper middle income,2525921300,2023-10-07,244218185,2663948,2108780485,1.09080656708672,9.66847957614515,83.4855973145323
Upper middle income,2525921300,2023-10-08,244222180,2663972,2108780576,1.0907985507295,9.66863773625884,83.4856009171782
Upper middle income,2525921300,2023-10-09,244224723,2664031,2108781173,1.09081135082299,9.6687384123963,83.4856245521189
Upper middle income,2525921300,2023-10-10,244245150,2664058,2108781803,1.09073117726186,9.66954710742571,83.4856494935135
Upper middle income,2525921300,2023-10-11,244245150,2664058,2108782448,1.09073117726186,9.66954710742571,83.4856750287509
Upper middle income,2525921300,2023-10-12,244245150,2664058,2108782987,1.09073117726186,9.66954710742571,83.4856963674997
Upper middle income,2525921300,2023-10-13,244245537,2664058,2108783442,1.09072944902981,9.66956242856814,83.4857143807291
Upper middle income,2525921300,2023-10-14,244245661,2664061,2108783752,1.09073012355376,9.66956733766804,83.4857266534789
Upper middle income,2525921300,2023-10-15,244250116,2664118,2108783823,1.09073356591569,9.66974370895879,83.4857294643345
Upper middle income,2525921300,2023-10-16,244252902,2664163,2108784195,1.09073954830637,9.66985400534846,83.4857441916342
Upper middle income,2525921300,2023-10-17,244273847,2664206,2108784763,1.09066362720361,9.67068320774681,83.4857666784789
Upper middle income,2525921300,2023-10-18,244273847,2664206,2108785267,1.09066362720361,9.67068320774681,83.4857866315946
Upper middle income,2525921300,2023-10-19,244273847,2664206,2108785765,1.09066362720361,9.67068320774681,83.4858063471732
Upper middle income,2525921300,2023-10-20,244274131,2664206,2108786241,1.09066235916729,9.67069445116916,83.4858251917825
Upper middle income,2525921300,2023-10-21,244274134,2664206,2108786526,1.09066234577256,9.67069456993771,83.4858364747944
Upper middle income,2525921300,2023-10-22,244278733,2664250,2108786823,1.09065982424266,9.67087664211866,83.4858482328804
Upper middle income,2525921300,2023-10-23,244280937,2664268,2108787256,1.09065735244007,9.67096389741042,83.4858653751406
Upper middle income,2525921300,2023-10-24,244304998,2664318,2108787620,1.09057040249336,9.6719164607385,83.4858797857241
Upper middle income,2525921300,2023-10-25,244304998,2664318,2108788312,1.09057040249336,9.6719164607385,83.4859071816687
Upper middle income,2525921300,2023-10-26,244304998,2664318,2108789025,1.09057040249336,9.6719164607385,83.4859354089932
Upper middle income,2525921300,2023-10-27,244305171,2664318,2108789749,1.09056963022694,9.67192330972465,83.4859640718022
Upper middle income,2525921300,2023-10-28,244305377,2664320,2108790130,1.09056952929857,9.67193146516481,83.4859791554076
Upper middle income,2525921300,2023-10-29,244309627,2664352,2108790378,1.09056365592994,9.67209972060491,83.4859889736074
Upper middle income,2525921300,2023-10-30,244311332,2664385,2108790914,1.0905695524594,9.67216722072853,83.4860101935876
Upper middle income,2525921300,2023-10-31,244341957,2664451,2108791374,1.09045987546052,9.67337964963517,83.4860284047646
Upper middle income,2525921300,2023-11-01,244341957,2664451,2108791678,1.09045987546052,9.67337964963517,83.4860404399773
Upper middle income,2525921300,2023-11-02,244341957,2664475,2108791997,1.0904696977605,9.67337964963517,83.4860530690327
Upper middle income,2525921300,2023-11-03,244342103,2664475,2108792464,1.0904690461799,9.6733854297044,83.4860715573363
Upper middle income,2525921300,2023-11-04,244342408,2664496,2108792659,1.09047627950036,9.67339750450657,83.4860792772918
Upper middle income,2525921300,2023-11-05,244344241,2664504,2108792711,1.09047137313132,9.67347007208815,83.4860813359466
Upper middle income,2525921300,2023-11-06,244345983,2664520,2108793225,1.09047014699644,9.67353903702384,83.4861016849575
Upper middle income,2525921300,2023-11-07,244384663,2664590,2108793675,1.09032619612467,9.67507035947636,83.4861195002394
Upper middle income,2525921300,2023-11-08,244384663,2664590,2108794279,1.09032619612467,9.67507035947636,83.4861434123066
Upper middle income,2525921300,2023-11-09,244384663,2664590,2108794814,1.09032619612467,9.67507035947636,83.4861645926973
Upper middle income,2525921300,2023-11-10,244384776,2664590,2108795437,1.09032569197355,9.67507483309159,83.4861892569654
Upper middle income,2525921300,2023-11-11,244385063,2664597,2108795848,1.09032727585319,9.67508619528249,83.4862055282562
Upper middle income,2525921300,2023-11-12,244386983,2664603,2108796041,1.090321164937,9.6751622071519,83.4862131690326
Upper middle income,2525921300,2023-11-13,244389117,2664619,2108796628,1.09031819121471,9.67524669117759,83.4862364080781
Upper middle income,2525921300,2023-11-14,244435041,2664700,2108805995,1.09014648190314,9.67706480007908,83.4866072430681
Upper middle income,2525921300,2023-11-15,244435041,2664700,2108806664,1.09014648190314,9.67706480007908,83.4866337284539
Upper middle income,2525921300,2023-11-16,244435041,2664700,2108807521,1.09014648190314,9.67706480007908,83.4866676566685
Upper middle income,2525921300,2023-11-17,244435115,2664700,2108808157,1.09014615187347,9.67706772970322,83.4866928356002
Upper middle income,2525921300,2023-11-18,244435507,2664702,2108808605,1.09014522182328,9.67708324879322,83.4867105717031
Upper middle income,2525921300,2023-11-19,244437942,2664705,2108808815,1.0901355895068,9.67717964926302,83.4867188855013
Upper middle income,2525921300,2023-11-20,244439065,2664712,2108809237,1.09013344491397,9.67722410828873,83.4867355922768
Upper middle income,2525921300,2023-11-21,244501333,2664815,2108809781,1.08989794341939,9.67968926822859,83.4867571289731
Upper middle income,2525921300,2023-11-22,244501333,2664815,2108810618,1.08989794341939,9.67968926822859,83.4867902653974
Upper middle income,2525921300,2023-11-23,244501333,2664815,2108811447,1.08989794341939,9.67968926822859,83.4868230851056
Upper middle income,2525921300,2023-11-24,244501380,2664815,2108812298,1.08989773391054,9.67969112893581,83.4868567757832
Upper middle income,2525921300,2023-11-25,244501860,2664820,2108812883,1.0898976392245,9.67971013190316,83.4868799356496
Upper middle income,2525921300,2023-11-26,244505486,2664827,2108813301,1.08988433903688,9.67985368348571,83.486896484067
Upper middle income,2525921300,2023-11-27,244505864,2664827,2108815347,1.08988265410273,9.6798686483225,83.4869774842154
Upper middle income,2525921300,2023-11-28,244506554,2664828,2108815739,1.0898799874297,9.67989596508807,83.4869930033054
Upper middle income,2525921300,2023-11-29,244506554,2664828,2108815964,1.0898799874297,9.67989596508807,83.4870019109463
Upper middle income,2525921300,2023-11-30,244506554,2664828,2108815969,1.0898799874297,9.67989596508807,83.4870021088939
Upper middle income,2525921300,2023-12-01,244506607,2664828,2108815990,1.08987975118398,9.67989806333238,83.4870029402737
Upper middle income,2525921300,2023-12-02,244507143,2664831,2108815990,1.08987858894576,9.67991928331259,83.4870029402737
Upper middle income,2525921300,2023-12-03,244507143,2664831,2108817110,1.08987858894576,9.67991928331259,83.4870472805309
Upper middle income,2525921300,2023-12-04,244507143,2664831,2108817112,1.08987858894576,9.67991928331259,83.4870473597099
Upper middle income,2525921300,2023-12-05,244507143,2664831,2108817114,1.08987858894576,9.67991928331259,83.4870474388889
Upper middle income,2525921300,2023-12-06,244507143,2664831,2108817114,1.08987858894576,9.67991928331259,83.4870474388889
High income,1250514600,2020-01-03,0,0,0,0,0,0
High income,1250514600,2020-01-04,2,0,0,0,1.59934158305709e-07,0
High income,1250514600,2020-01-05,1,3,0,300.0,7.99670791528543e-08,0
High income,1250514600,2020-01-06,1,3,0,300.0,7.99670791528543e-08,0
High income,1250514600,2020-01-07,1,3,0,300.0,7.99670791528543e-08,0
High income,1250514600,2020-01-08,2,3,0,150.0,1.59934158305709e-07,0
High income,1250514600,2020-01-09,2,3,0,150.0,1.59934158305709e-07,0
High income,1250514600,2020-01-10,2,3,0,150.0,1.59934158305709e-07,0
High income,1250514600,2020-01-11,2,3,0,150.0,1.59934158305709e-07,0
High income,1250514600,2020-01-12,2,3,0,150.0,1.59934158305709e-07,0
High income,1250514600,2020-01-13,2,3,0,150.0,1.59934158305709e-07,0
High income,1250514600,2020-01-14,3,3,0,100.0,2.39901237458563e-07,0
High income,1250514600,2020-01-15,3,3,0,100.0,2.39901237458563e-07,0
High income,1250514600,2020-01-16,3,3,0,100.0,2.39901237458563e-07,0
High income,1250514600,2020-01-17,3,3,0,100.0,2.39901237458563e-07,0
High income,1250514600,2020-01-18,3,3,0,100.0,2.39901237458563e-07,0
High income,1250514600,2020-01-19,6,3,0,50.0,4.79802474917126e-07,0
High income,1250514600,2020-01-20,7,3,0,42.8571428571429,5.59769554069981e-07,0
High income,1250514600,2020-01-21,7,3,0,42.8571428571429,5.59769554069981e-07,0
High income,1250514600,2020-01-22,7,3,0,42.8571428571429,5.59769554069981e-07,0
High income,1250514600,2020-01-23,7,3,0,42.8571428571429,5.59769554069981e-07,0
High income,1250514600,2020-01-24,9,3,0,33.3333333333333,7.19703712375689e-07,0
High income,1250514600,2020-01-25,18,3,0,16.6666666666667,1.43940742475138e-06,0
High income,1250514600,2020-01-26,31,6,0,19.3548387096774,2.47897945373849e-06,0
High income,1250514600,2020-01-27,33,6,0,18.1818181818182,2.63891361204419e-06,0
High income,1250514600,2020-01-28,37,6,0,16.2162162162162,2.95878192865561e-06,0
High income,1250514600,2020-01-29,42,6,0,14.2857142857143,3.35861732441988e-06,0
High income,1250514600,2020-01-30,53,6,0,11.3207547169811,4.23825519510128e-06,0
High income,1250514600,2020-01-31,73,6,0,8.21917808219178,5.83759677815837e-06,0
High income,1250514600,2020-02-01,80,7,0,8.75,6.39736633222835e-06,0
High income,1250514600,2020-02-02,106,10,0,9.43396226415094,8.47651039020256e-06,0
High income,1250514600,2020-02-03,112,10,0,8.92857142857143,8.95631286511969e-06,0
High income,1250514600,2020-02-04,121,11,0,9.09090909090909,9.67601657749538e-06,0
High income,1250514600,2020-02-05,161,11,0,6.83229813664596,1.28746997436096e-05,0
High income,1250514600,2020-02-06,173,11,0,6.35838150289017,1.38343046934438e-05,0
High income,1250514600,2020-02-07,173,11,0,6.35838150289017,1.38343046934438e-05,0
High income,1250514600,2020-02-08,178,11,0,6.17977528089888,1.42341400892081e-05,0
High income,1250514600,2020-02-09,223,11,0,4.93273542600897,1.78326586510865e-05,0
High income,1250514600,2020-02-10,230,11,0,4.78260869565217,1.83924282051565e-05,0
High income,1250514600,2020-02-11,234,11,0,4.7008547008547,1.87122965217679e-05,0
